-5.000000000000000000e+00,-4.999999999999999112e+00
-4.999999999999999112e+00,-4.999999999999998224e+00
-4.999999999999998224e+00,-4.999999999999997335e+00
-4.999999999999997335e+00,-4.999999999999996447e+00
-4.999999999999996447e+00,-4.999999999999995559e+00
-4.999999999999995559e+00,-4.999999999999994671e+00
-4.999999999999994671e+00,-4.999999999999993783e+00
-4.999999999999993783e+00,-4.999999999999992895e+00
-4.999999999999992895e+00,-4.999999999999992006e+00
-4.999999999999992006e+00,-4.999999999999991118e+00
-4.999999999999991118e+00,-4.999999999999990230e+00
-4.999999999999990230e+00,-4.999999999999989342e+00
-4.999999999999989342e+00,-4.999999999999988454e+00
-4.999999999999988454e+00,-4.999999999999987566e+00
-4.999999999999987566e+00,-4.999999999999986677e+00
-4.999999999999986677e+00,-4.999999999999985789e+00
-4.999999999999985789e+00,-4.999999999999984901e+00
-4.999999999999984901e+00,-4.999999999999984013e+00
-4.999999999999984013e+00,-4.999999999999983125e+00
-4.999999999999983125e+00,-4.999999999999982236e+00
-4.999999999999982236e+00,-4.999999999999981348e+00
-4.999999999999981348e+00,-4.999999999999980460e+00
-4.999999999999980460e+00,-4.999999999999979572e+00
-4.999999999999979572e+00,-4.999999999999978684e+00
-4.999999999999978684e+00,-4.999999999999977796e+00
-4.999999999999977796e+00,-4.999999999999976907e+00
-4.999999999999976907e+00,-4.999999999999976019e+00
-4.999999999999976019e+00,-4.999999999999975131e+00
-4.999999999999975131e+00,-4.999999999999974243e+00
-4.999999999999974243e+00,-4.999999999999973355e+00
-4.999999999999973355e+00,-4.999999999999972466e+00
-4.999999999999972466e+00,-4.999999999999971578e+00
-4.999999999999971578e+00,-4.999999999999970690e+00
-4.999999999999970690e+00,-4.999999999999969802e+00
-4.999999999999969802e+00,-4.999999999999968914e+00
-4.999999999999968914e+00,-4.999999999999968026e+00
-4.999999999999968026e+00,-4.999999999999967137e+00
-4.999999999999967137e+00,-4.999999999999966249e+00
-4.999999999999966249e+00,-4.999999999999965361e+00
-4.999999999999965361e+00,-4.999999999999964473e+00
-4.999999999999964473e+00,-4.999999999999963585e+00
-4.999999999999963585e+00,-4.999999999999962697e+00
-4.999999999999962697e+00,-4.999999999999961808e+00
-4.999999999999961808e+00,-4.999999999999960920e+00
-4.999999999999960920e+00,-4.999999999999960032e+00
-4.999999999999960032e+00,-4.999999999999959144e+00
-4.999999999999959144e+00,-4.999999999999958256e+00
-4.999999999999958256e+00,-4.999999999999957367e+00
-4.999999999999957367e+00,-4.999999999999956479e+00
-4.999999999999956479e+00,-4.999999999999955591e+00
-3.888888888888888840e+00,-3.766456413924695212e+00
-3.766456413924695212e+00,-3.614157042292489130e+00
-3.614157042292489130e+00,-3.533045261641689194e+00
-3.533045261641689194e+00,-3.390340764909365756e+00
-3.390340764909365756e+00,-3.195460883630534710e+00
-3.195460883630534710e+00,-3.144826629378809635e+00
-3.144826629378809635e+00,-3.003155603428999232e+00
-3.003155603428999232e+00,-2.842509576881799394e+00
-2.842509576881799394e+00,-2.724032749984200308e+00
-2.724032749984200308e+00,-2.458809379089530456e+00
-2.458809379089530456e+00,-2.311910135404717792e+00
-2.311910135404717792e+00,-2.169889907569972021e+00
-2.169889907569972021e+00,-1.746708581808066096e+00
-1.746708581808066096e+00,-1.498101195311372313e+00
-1.498101195311372313e+00,-1.134322140964613146e+00
-1.134322140964613146e+00,-8.057197234560988797e-01
-8.057197234560988797e-01,-5.220902223099529449e-01
-5.220902223099529449e-01,-3.175887515878495493e-01
-3.175887515878495493e-01,-1.759272648778372194e-01
-1.759272648778372194e-01,-9.178841903119683288e-02
-9.178841903119683288e-02,-4.507265189446119785e-02
-4.507265189446119785e-02,-2.073975144265198522e-02
-2.073975144265198522e-02,-1.260849359805957075e-02
-1.260849359805957075e-02,-6.488003873757279202e-03
-6.488003873757279202e-03,-3.375123580117375850e-03
-3.375123580117375850e-03,-1.829242747650845118e-03
-1.829242747650845118e-03,-9.182743904466836218e-04
-9.182743904466836218e-04,-4.970875224594294584e-04
-4.970875224594294584e-04,-2.242823522484518341e-04
-2.242823522484518341e-04,-1.335133355763711146e-04
-1.335133355763711146e-04,-7.061275558842045226e-05
-7.061275558842045226e-05,-3.406530996360948723e-05
-3.406530996360948723e-05,-1.857721793642226756e-05
-1.857721793642226756e-05,-1.102104814572687335e-05
-1.102104814572687335e-05,-5.465125755533250362e-06
-5.465125755533250362e-06,-3.047454053047916786e-06
-3.047454053047916786e-06,-1.884557313743210824e-06
-1.884557313743210824e-06,-1.045380244568977964e-06
-1.045380244568977964e-06,-5.359959852708968886e-07
-5.359959852708968886e-07,-3.092567941578040595e-07
-3.092567941578040595e-07,-9.390666274254715821e-08
-9.390666274254715821e-08,-4.473272025412731885e-08
-4.473272025412731885e-08,-1.589185873463784793e-08
-1.589185873463784793e-08,-7.804162166173665159e-09
-7.804162166173665159e-09,-4.591315753609780740e-09
-4.591315753609780740e-09,-2.220433961570695850e-09
-2.220433961570695850e-09,-1.222716410039880885e-09
-1.222716410039880885e-09,-6.603222117408278332e-10
-6.603222117408278332e-10,-3.464193239934580112e-10
-3.464193239934580112e-10,-1.477521885136960950e-10
-2.777777777777777679e+00,-2.673358219796232227e+00
-2.673358219796232227e+00,-2.507214705534477339e+00
-2.507214705534477339e+00,-1.922002347922165955e+00
-1.922002347922165955e+00,-1.485615288342992946e+00
-1.485615288342992946e+00,-1.289415269833798616e+00
-1.289415269833798616e+00,-1.008309334309008820e+00
-1.008309334309008820e+00,-7.041359156425345267e-01
-7.041359156425345267e-01,-4.681798615198312086e-01
-4.681798615198312086e-01,-2.947562402489556921e-01
-2.947562402489556921e-01,-1.750020563639503590e-01
-1.750020563639503590e-01,-9.145510080399937847e-02
-9.145510080399937847e-02,-5.843011861637427418e-02
-5.843011861637427418e-02,-2.479171007207911850e-02
-2.479171007207911850e-02,-1.580982007370570347e-02
-1.580982007370570347e-02,-6.484225496741236397e-03
-6.484225496741236397e-03,-3.599589883152322367e-03
-3.599589883152322367e-03,-1.718273177596778625e-03
-1.718273177596778625e-03,-7.213885355870287190e-04
-7.213885355870287190e-04,-4.260044532114781756e-04
-4.260044532114781756e-04,-2.244612787518727851e-04
-2.244612787518727851e-04,-1.072866347823868947e-04
-1.072866347823868947e-04,-3.968014673698477227e-05
-3.968014673698477227e-05,-1.812668316622807521e-05
-1.812668316622807521e-05,-1.153971979561843288e-05
-1.153971979561843288e-05,-6.828939869845640906e-06
-6.828939869845640906e-06,-2.650055198317723487e-06
-2.650055198317723487e-06,-8.433665717768738596e-07
-8.433665717768738596e-07,-4.510843885803566104e-07
-4.510843885803566104e-07,-1.739732613593780132e-07
-1.739732613593780132e-07,-9.400133261698064744e-08
-9.400133261698064744e-08,-4.796807563012456868e-08
-4.796807563012456868e-08,-1.973045910505424668e-08
-1.973045910505424668e-08,-1.085470867039853449e-08
-1.085470867039853449e-08,-5.848033582316721904e-09
-5.848033582316721904e-09,-2.394630097139205842e-09
-2.394630097139205842e-09,-1.348181164362131365e-09
-1.348181164362131365e-09,-7.502704144133430609e-10
-7.502704144133430609e-10,-3.940889827846719818e-10
-3.940889827846719818e-10,-1.820697140314968930e-10
-1.820697140314968930e-10,-8.676904875303507088e-11
-8.676904875303507088e-11,-4.106065653535618663e-11
-4.106065653535618663e-11,-2.356884113906463093e-11
-2.356884113906463093e-11,-1.309370279179987448e-11
-1.309370279179987448e-11,-7.040444111363471397e-12
-7.040444111363471397e-12,-3.360898473566210318e-12
-3.360898473566210318e-12,-1.187310098792801965e-12
-1.187310098792801965e-12,-6.601870040004562986e-13
-6.601870040004562986e-13,-3.642044227324259497e-13
-3.642044227324259497e-13,-1.375076523150900341e-13
-1.375076523150900341e-13,-8.638828934321157930e-14
-1.666666666666666519e+00,-1.416464342565564527e+00
-1.416464342565564527e+00,-1.083811742504988018e+00
-1.083811742504988018e+00,-7.927341591898998674e-01
-7.927341591898998674e-01,-4.482276088557677896e-01
-4.482276088557677896e-01,-3.019775595110358868e-01
-3.019775595110358868e-01,-2.026673151197349310e-01
-2.026673151197349310e-01,-1.036642667688734420e-01
-1.036642667688734420e-01,-5.492742690454636284e-02
-5.492742690454636284e-02,-3.218277252774934954e-02
-3.218277252774934954e-02,-2.082227749663313754e-02
-2.082227749663313754e-02,-8.127293985704178714e-03
-8.127293985704178714e-03,-3.978959083513802439e-03
-3.978959083513802439e-03,-2.278480691184321411e-03
-2.278480691184321411e-03,-1.236489197327424704e-03
-1.236489197327424704e-03,-4.865975813377713954e-04
-4.865975813377713954e-04,-3.115605445007359545e-04
-3.115605445007359545e-04,-1.651805873178217507e-04
-1.651805873178217507e-04,-1.088840123747981226e-04
-1.088840123747981226e-04,-7.821164705751196874e-05
-7.821164705751196874e-05,-3.721011999316253263e-05
-3.721011999316253263e-05,-1.408365247694080746e-05
-1.408365247694080746e-05,-7.210750547201198202e-06
-7.210750547201198202e-06,-4.196642541444446475e-06
-4.196642541444446475e-06,-1.920506674834172805e-06
-1.920506674834172805e-06,-1.087114739224508343e-06
-1.087114739224508343e-06,-5.457786906545031195e-07
-5.457786906545031195e-07,-3.027521665925873238e-07
-3.027521665925873238e-07,-1.515390816140907016e-07
-1.515390816140907016e-07,-8.076376451155069761e-08
-8.076376451155069761e-08,-2.887204922679427712e-08
-2.887204922679427712e-08,-1.392811174402281682e-08
-1.392811174402281682e-08,-6.891116132973421902e-09
-6.891116132973421902e-09,-3.939899623329836209e-09
-3.939899623329836209e-09,-1.816862470919046786e-09
