-5.000000000000000000e+00,-5.000000000000000000e+00,-9.500000000000000000e+00,-4.500000000000000000e+00,-1.305000000000000071e+01,-4.049999999999999822e+00
-9.500000000000000000e+00,-4.500000000000000000e+00,-1.305000000000000071e+01,-4.049999999999999822e+00,-1.579500000000000171e+01,-3.645000000000000018e+00
-1.305000000000000071e+01,-4.049999999999999822e+00,-1.579500000000000171e+01,-3.645000000000000018e+00,-1.786050000000000182e+01,-3.280499999999999972e+00
-1.579500000000000171e+01,-3.645000000000000018e+00,-1.786050000000000182e+01,-3.280499999999999972e+00,-1.935495000000000232e+01,-2.952450000000000241e+00
-1.786050000000000182e+01,-3.280499999999999972e+00,-1.935495000000000232e+01,-2.952450000000000241e+00,-2.037190500000000171e+01,-2.657205000000000261e+00
-1.935495000000000232e+01,-2.952450000000000241e+00,-2.037190500000000171e+01,-2.657205000000000261e+00,-2.099191950000000162e+01,-2.391484500000000235e+00
-2.037190500000000171e+01,-2.657205000000000261e+00,-2.099191950000000162e+01,-2.391484500000000235e+00,-2.128421205000000427e+01,-2.152336050000000167e+00
-2.099191950000000162e+01,-2.391484500000000235e+00,-2.128421205000000427e+01,-2.152336050000000167e+00,-2.130812689500000445e+01,-1.937102445000000284e+00
-2.128421205000000427e+01,-2.152336050000000167e+00,-2.130812689500000445e+01,-1.937102445000000284e+00,-2.111441665050000438e+01,-1.743392200500000211e+00
-2.130812689500000445e+01,-1.937102445000000284e+00,-2.111441665050000438e+01,-1.743392200500000211e+00,-2.074636718595000673e+01,-1.569052980450000190e+00
-2.111441665050000438e+01,-1.743392200500000211e+00,-2.074636718595000673e+01,-1.569052980450000190e+00,-2.024078344780500771e+01,-1.412147682405000104e+00
-2.074636718595000673e+01,-1.569052980450000190e+00,-2.024078344780500771e+01,-1.412147682405000104e+00,-1.962885278542950829e+01,-1.270932914164500049e+00
-2.024078344780500771e+01,-1.412147682405000104e+00,-1.962885278542950829e+01,-1.270932914164500049e+00,-1.893690042105106031e+01,-1.143839622748050067e+00
-1.962885278542950829e+01,-1.270932914164500049e+00,-1.893690042105106031e+01,-1.143839622748050067e+00,-1.818705000169400421e+01,-1.029455660473244993e+00
