-5.000000000000000000e+00,-5.000000000000000000e+00,-4.958338409212761810e+00,-4.908206125015841081e+00
-4.958338409212761810e+00,-4.908206125015841081e+00,-4.947400440156894064e+00,-4.746991161894396072e+00
-4.947400440156894064e+00,-4.746991161894396072e+00,-4.926027314790378142e+00,-4.633685975697273030e+00
-4.926027314790378142e+00,-4.633685975697273030e+00,-4.903071331428411561e+00,-4.525718250511634011e+00
-4.903071331428411561e+00,-4.525718250511634011e+00,-4.866824582389797982e+00,-4.409261804774652127e+00
-4.866824582389797982e+00,-4.409261804774652127e+00,-4.817272879480198888e+00,-4.355733571617571798e+00
-4.817272879480198888e+00,-4.355733571617571798e+00,-4.790826589713810257e+00,-4.208684629453380843e+00
-4.790826589713810257e+00,-4.208684629453380843e+00,-4.770743497583087134e+00,-4.048477577127070681e+00
-4.770743497583087134e+00,-4.048477577127070681e+00,-4.714131653042437087e+00,-4.183508498804600961e+00
-4.714131653042437087e+00,-4.183508498804600961e+00,-4.691254895106899525e+00,-4.068864532373322795e+00
-4.691254895106899525e+00,-4.068864532373322795e+00,-4.651962462983595614e+00,-3.974582200571069812e+00
-4.651962462983595614e+00,-3.974582200571069812e+00,-4.668314028817335704e+00,-3.775981894264586636e+00
-4.668314028817335704e+00,-3.775981894264586636e+00,-4.633841030431194774e+00,-3.704695152864411423e+00
-4.633841030431194774e+00,-3.704695152864411423e+00,-4.570229992826056353e+00,-3.731844730605476279e+00
-4.570229992826056353e+00,-3.731844730605476279e+00,-4.561915919077676129e+00,-3.577677006334389009e+00
-4.561915919077676129e+00,-3.577677006334389009e+00,-4.560552083921407984e+00,-3.416030403577043906e+00
-4.560552083921407984e+00,-3.416030403577043906e+00,-4.534049916128623181e+00,-3.312253508654473322e+00
-4.534049916128623181e+00,-3.312253508654473322e+00,-4.501251228730272835e+00,-3.228803774287025696e+00
-4.501251228730272835e+00,-3.228803774287025696e+00,-4.469670344082027569e+00,-3.141281819464655012e+00
-4.469670344082027569e+00,-3.141281819464655012e+00,-4.449197064393820789e+00,-3.025553630950966966e+00
-4.449197064393820789e+00,-3.025553630950966966e+00,-4.426253757645191911e+00,-2.917246129903882323e+00
-4.426253757645191911e+00,-2.917246129903882323e+00,-4.425686021056853825e+00,-2.790507075480717525e+00
-4.425686021056853825e+00,-2.790507075480717525e+00,-4.390963570688599660e+00,-2.713441213876231828e+00
-4.390963570688599660e+00,-2.713441213876231828e+00,-4.390161888090827524e+00,-2.597288224652485766e+00
-4.390161888090827524e+00,-2.597288224652485766e+00,-4.390917870733208161e+00,-2.473810550026396271e+00
-4.390917870733208161e+00,-2.473810550026396271e+00,-4.351456230397137581e+00,-2.415746364563861270e+00
-4.351456230397137581e+00,-2.415746364563861270e+00,-4.346870180141621631e+00,-2.316661866913013235e+00
-4.346870180141621631e+00,-2.316661866913013235e+00,-4.311742496150892556e+00,-2.245948770042021980e+00
-4.311742496150892556e+00,-2.245948770042021980e+00,-4.283443381275724882e+00,-2.176463020454417752e+00
-4.283443381275724882e+00,-2.176463020454417752e+00,-4.279267143872130141e+00,-2.074775891203126665e+00
-4.279267143872130141e+00,-2.074775891203126665e+00,-4.249546688513307302e+00,-2.000322885548707408e+00
-4.249546688513307302e+00,-2.000322885548707408e+00,-4.199348912317309335e+00,-1.981439326990256378e+00
-4.199348912317309335e+00,-1.981439326990256378e+00,-4.162812610761812415e+00,-1.933978183797939732e+00
-4.162812610761812415e+00,-1.933978183797939732e+00,-4.131292953903202836e+00,-1.880329669438730367e+00
-4.131292953903202836e+00,-1.880329669438730367e+00,-4.073550175435805443e+00,-1.891583702633270248e+00
-4.073550175435805443e+00,-1.891583702633270248e+00,-4.047785912728931734e+00,-1.815563391202103638e+00
-4.047785912728931734e+00,-1.815563391202103638e+00,-3.991869265181549054e+00,-1.825122579415394686e+00
-3.991869265181549054e+00,-1.825122579415394686e+00,-3.954268769978117160e+00,-1.785474241708943755e+00
-3.954268769978117160e+00,-1.785474241708943755e+00,-3.933478684422961003e+00,-1.706768827288078993e+00
-3.933478684422961003e+00,-1.706768827288078993e+00,-3.904206758434586977e+00,-1.656654149095846185e+00
-3.904206758434586977e+00,-1.656654149095846185e+00,-3.853807045112951357e+00,-1.675141027245832248e+00
-3.853807045112951357e+00,-1.675141027245832248e+00,-3.820934250856604653e+00,-1.630890472889483300e+00
-3.820934250856604653e+00,-1.630890472889483300e+00,-3.794424925354462186e+00,-1.560470832568601862e+00
-3.794424925354462186e+00,-1.560470832568601862e+00,-3.772621243904652033e+00,-1.505686919241568500e+00
-3.772621243904652033e+00,-1.505686919241568500e+00,-3.745313261360416313e+00,-1.458359403193691062e+00
-3.745313261360416313e+00,-1.458359403193691062e+00,-3.706556477262427762e+00,-1.408981315677527046e+00
-3.706556477262427762e+00,-1.408981315677527046e+00,-3.656952304149767130e+00,-1.419625066987657336e+00
-3.656952304149767130e+00,-1.419625066987657336e+00,-3.609163419537420481e+00,-1.443003969941069720e+00
-3.609163419537420481e+00,-1.443003969941069720e+00,-3.582107942525451172e+00,-1.375211596345706555e+00
-3.582107942525451172e+00,-1.375211596345706555e+00,-3.539004039199049600e+00,-1.341919419562661364e+00
-3.539004039199049600e+00,-1.341919419562661364e+00,-3.495922388134313774e+00,-1.310424202620240841e+00
-3.495922388134313774e+00,-1.310424202620240841e+00,-3.457364773462965335e+00,-1.256129290805822141e+00
-3.457364773462965335e+00,-1.256129290805822141e+00,-3.421251467512867350e+00,-1.264948070551002779e+00
-3.421251467512867350e+00,-1.264948070551002779e+00,-3.381334475958933883e+00,-1.286630644015487324e+00
-3.381334475958933883e+00,-1.286630644015487324e+00,-3.346452205089363474e+00,-1.339233859088785783e+00
-3.346452205089363474e+00,-1.339233859088785783e+00,-3.305280566892464744e+00,-1.298147074818307489e+00
-3.305280566892464744e+00,-1.298147074818307489e+00,-3.276427491537420522e+00,-1.322825699993595006e+00
-3.276427491537420522e+00,-1.322825699993595006e+00,-3.240618950706835477e+00,-1.284148462719451267e+00
-3.240618950706835477e+00,-1.284148462719451267e+00,-3.197487909160234842e+00,-1.236266863339036348e+00
-3.197487909160234842e+00,-1.236266863339036348e+00,-3.159460122955576988e+00,-1.197538360905296528e+00
-3.159460122955576988e+00,-1.197538360905296528e+00,-3.121889178690005373e+00,-1.177725585110741990e+00
-3.121889178690005373e+00,-1.177725585110741990e+00,-3.077911314036101409e+00,-1.137398979550558353e+00
-3.077911314036101409e+00,-1.137398979550558353e+00,-3.040890770904520757e+00,-1.117469514890716553e+00
-3.040890770904520757e+00,-1.117469514890716553e+00,-3.010428576359162722e+00,-1.116897855240437387e+00
