1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.012567191073611150e+00,1.259917798945274336e+00,9.848909717916053408e-01
1.012567191073611150e+00,1.259917798945274336e+00,9.848909717916053408e-01,1.048823709708956775e+00,1.523997131322600840e+00,9.731142198764850537e-01
1.048823709708956775e+00,1.523997131322600840e+00,9.731142198764850537e-01,1.107208854295661293e+00,1.798309889742135237e+00,9.651589513000615739e-01
1.107208854295661293e+00,1.798309889742135237e+00,9.651589513000615739e-01,1.186868016660346248e+00,2.088540142206162464e+00,9.617372249104277904e-01
1.186868016660346248e+00,2.088540142206162464e+00,9.617372249104277904e-01,1.287557057257908033e+00,2.400154463668138227e+00,9.638060638197575303e-01
1.287557057257908033e+00,2.400154463668138227e+00,9.638060638197575303e-01,1.409570658104188245e+00,2.738545613747143115e+00,9.726081698899176065e-01
1.409570658104188245e+00,2.738545613747143115e+00,9.726081698899176065e-01,1.553690061695383706e+00,3.109153968487563979e+00,9.897311222754545668e-01
1.553690061695383706e+00,3.109153968487563979e+00,9.897311222754545668e-01,1.721146380452999614e+00,3.517569455166498216e+00,1.017186523838370382e+00
1.721146380452999614e+00,3.517569455166498216e+00,1.017186523838370382e+00,1.913596203291678233e+00,3.969615009809224215e+00,1.057511855393000300e+00
1.913596203291678233e+00,3.969615009809224215e+00,1.057511855393000300e+00,2.133106543293639135e+00,4.471410647871953081e+00,1.113898918468721355e+00
2.133106543293639135e+00,4.471410647871953081e+00,1.113898918468721355e+00,2.382146258029704367e+00,5.029414948512368255e+00,1.190353726717964022e+00
2.382146258029704367e+00,5.029414948512368255e+00,1.190353726717964022e+00,2.663580910085268982e+00,5.650437904613584195e+00,1.291893499664662048e+00
2.663580910085268982e+00,5.650437904613584195e+00,1.291893499664662048e+00,2.980667579471294459e+00,6.341615446625255004e+00,1.424786877461353907e+00
2.980667579471294459e+00,6.341615446625255004e+00,1.424786877461353907e+00,3.337045330802242304e+00,7.110331233006835561e+00,1.596843332211387523e+00
3.337045330802242304e+00,7.110331233006835561e+00,1.596843332211387523e+00,3.736715793797583895e+00,7.964065218724181605e+00,1.817756522188094692e+00
3.736715793797583895e+00,7.964065218724181605e+00,1.817756522188094692e+00,4.184006533877147049e+00,8.910140801134847521e+00,2.099503254447345313e+00
4.184006533877147049e+00,8.910140801134847521e+00,2.099503254447345313e+00,4.683507458437901505e+00,9.955332873168456942e+00,2.456793619209894697e+00
4.683507458437901505e+00,9.955332873168456942e+00,2.456793619209894697e+00,5.239967325072529825e+00,1.110528810758652263e+01,2.907557027982503595e+00
5.239967325072529825e+00,1.110528810758652263e+01,2.907557027982503595e+00,5.858133453147395642e+00,1.236369719331315231e+01,3.473430964931163878e+00
5.858133453147395642e+00,1.236369719331315231e+01,3.473430964931163878e+00,6.542513103944859409e+00,1.373114882053464392e+01,4.180191224257708171e+00
6.542513103944859409e+00,1.373114882053464392e+01,4.180191224257708171e+00,7.297030107878633487e+00,1.520359151274656639e+01,5.058020855645360747e+00
7.297030107878633487e+00,1.520359151274656639e+01,5.058020855645360747e+00,8.124546153975119367e+00,1.677034002064050000e+01,6.141457117196823745e+00
8.124546153975119367e+00,1.677034002064050000e+01,6.141457117196823745e+00,9.026214596875774987e+00,1.841160095753107129e+01,7.468781220969554546e+00
9.026214596875774987e+00,1.841160095753107129e+01,7.468781220969554546e+00,1.000063890018982704e+01,2.009557647590029461e+01,9.080530965857382952e+00
1.000063890018982704e+01,2.009557647590029461e+01,9.080530965857382952e+00,1.104282286516816747e+01,2.177535825559495564e+01,1.101674104259968345e+01
1.104282286516816747e+01,2.177535825559495564e+01,1.101674104259968345e+01,1.214293224651116532e+01,2.338606783295416136e+01,1.331249120512895168e+01
1.214293224651116532e+01,2.338606783295416136e+01,1.331249120512895168e+01,1.328494453158194410e+01,2.484303577300723376e+01,1.599143936015684631e+01
1.328494453158194410e+01,2.484303577300723376e+01,1.599143936015684631e+01,1.444535035630886455e+01,2.604219586375565854e+01,1.905733294430260827e+01
1.444535035630886455e+01,2.604219586375565854e+01,1.905733294430260827e+01,1.559218235131815433e+01,2.686416864090704237e+01,2.248412518666308912e+01
1.559218235131815433e+01,2.686416864090704237e+01,2.248412518666308912e+01,1.668476347622215883e+01,2.718347313583823066e+01,2.620629732935274347e+01
1.668476347622215883e+01,2.718347313583823066e+01,2.620629732935274347e+01,1.767463919318145571e+01,2.688360583967070738e+01,3.011213496677725132e+01
1.767463919318145571e+01,2.688360583967070738e+01,3.011213496677725132e+01,1.850811305551104624e+01,2.587710555038675508e+01,3.404354909045800071e+01
1.850811305551104624e+01,2.587710555038675508e+01,3.404354909045800071e+01,1.913056847106640390e+01,2.412730309090413172e+01,3.780580894204775433e+01
1.913056847106640390e+01,2.412730309090413172e+01,3.780580894204775433e+01,1.949230571221626107e+01,2.166603959194406315e+01,4.118855566798782064e+01
1.949230571221626107e+01,2.166603959194406315e+01,4.118855566798782064e+01,1.955504067658528200e+01,1.860067370539638887e+01,4.399569238375119795e+01
1.955504067658528200e+01,1.860067370539638887e+01,4.399569238375119795e+01,1.929772265587893187e+01,1.510556106855360881e+01,4.607747480547931929e+01
1.929772265587893187e+01,1.510556106855360881e+01,4.607747480547931929e+01,1.872021152885889705e+01,1.139797559094103363e+01,4.735566866513325834e+01
1.872021152885889705e+01,1.139797559094103363e+01,4.735566866513325834e+01,1.784377602111624128e+01,7.704258411724341116e+00,4.783395408859819753e+01
1.784377602111624128e+01,7.704258411724341116e+00,4.783395408859819753e+01,1.670823397604436167e+01,4.225761245191719695e+00,4.759076769443619526e+01
1.670823397604436167e+01,4.225761245191719695e+00,4.759076769443619526e+01,1.536649853610645522e+01,1.113757572305999588e+00,4.675801524533206077e+01
1.536649853610645522e+01,1.113757572305999588e+00,4.675801524533206077e+01,1.387791406478479495e+01,-1.541669257408190497e+00,4.549332413262050778e+01
1.387791406478479495e+01,-1.541669257408190497e+00,4.549332413262050778e+01,1.230184766903246008e+01,-3.709143662025426558e+00,4.395398203191597730e+01
1.230184766903246008e+01,-3.709143662025426558e+00,4.395398203191597730e+01,1.069261879564334983e+01,-5.404206380694763112e+00,4.227805673597418945e+01
1.069261879564334983e+01,-5.404206380694763112e+00,4.227805673597418945e+01,9.096259495061060463e+00,-6.673702328154938357e+00,4.057446333442511843e+01
9.096259495061060463e+00,-6.673702328154938357e+00,4.057446333442511843e+01,7.549064835047904154e+00,-7.580828767439818705e+00,3.892079736634691756e+01
7.549064835047904154e+00,-7.580828767439818705e+00,3.892079736634691756e+01,6.077561995704030551e+00,-8.193377576269986307e+00,3.736635469792174291e+01
6.077561995704030551e+00,-8.193377576269986307e+00,3.736635469792174291e+01,4.699411654338601529e+00,-8.575906018003852438e+00,3.593769750327711421e+01
4.699411654338601529e+00,-8.575906018003852438e+00,3.593769750327711421e+01,3.424792837757484776e+00,-8.785421214973165860e+00,3.464478035787681165e+01
3.424792837757484776e+00,-8.785421214973165860e+00,3.464478035787681165e+01,2.257932674251280858e+00,-8.869676409303233200e+00,3.348646645803026445e+01
